"Name";"Type";"Picture";"Description";"Semantics";"CertificateHolderName";"RegistrationDate";"RegistrationNumber";"global_id";
"Герб муниципального округа Орехово-Борисово Южное в городе Москве";"Герб";"fa3a53a1-b4b5-4a06-99c5-a1d9ff11d41a";"В золотом поле - три (один и два) зеленых листа лесного ореха (лещины), соединенных черенками, и поверх них - три (два и один) золотых плода соединенных друг с другом зелеными чашками (плюсками).";"Три лесных ореха на трех листьях символизируют принадлежность муниципального округа к сформированному в 1970-х годах крупному жилому массиву Орехово-Борисово, в основу названия которого вошли наименования старых деревень XVI в. Орехово и Борисово. Название деревни Орехово сохранилось в современном наименовании проходящего по территории местности Орехового бульвара. Золотое поле символизирует южную часть жилого массива Орехово-Борисово.";"Муниципальный округ Орехово-Борисово Южное в городе Москве";"24.06.2019";"МС № 73/1";"1031136708";
"Флаг муниципального округа Орехово-Борисово Южное в городе Москве";"Флаг";"f3040adb-74da-4fb6-b451-843019fcb0b6";"Двустороннее, прямоугольное полотнище с соотношением сторон 2:3. В центре желтого полотнища изображены три (один и два) зелёных листа лесного ореха (лещины), соединённых черенками, и поверх них - три (два и один) золотых плода соединённых друг с другом зелеными чашками (плюсками). Габаритные размеры изображения составляют 1:2 длины и 13:16 ширины полотнища.";"Три лесных ореха на трех листьях символизируют принадлежность муниципального округа к сформированному в 1970-х годах
крупному жилому массиву Орехово-Борисово, в основу названия которого вошли наименования старых деревень XVI в. Орехово и Борисово. Название деревни Орехово сохранилось в современном наименовании проходящего по территории местности Орехового бульвара. Золотое поле символизирует южную часть жилого массива Орехово-Борисово.";"Муниципальный округ Орехово-Борисово Южное в городе Москве";"24.06.2019";"МС № 73/2";"1031136724";
"Герб муниципального округа Братеево в городе Москве";"Герб";"320ac0b4-ac2a-426f-847b-4785c9625d71";"В червленом поле над лазоревой оконечностью, обремененной двумя серебряными сообращенными карпами - серебряная, с черным узором, братина.";"Герб муниципального округа Братеево создан на основе герба муниципального образования Братеево. Серебряная братина в червленом поле символизирует название муниципального округа. Братина - старинный древнерусский сосуд, из которого на братских пирах (на всю братию) пили воду, квас, бражку, медовуху. Братина имела шаровидную форму, изготавливалась из различных материалов: серебра, золота, меди, дерева. В братину наливалось вино, пиво и другие напитки, которые пили, передавая по кругу, то есть как одна семья, братья, благодаря чему сосуд и получил свое название. Братина является символом братства, дружбы, доверия и сплоченности.
Изображение серебряных рыб символизирует нахождение
муниципального округа Братеево на излучине Москвы-реки, с притоком реки Городни, и указывает на рыбный промысел, который активно вели в прошлом местные жители. Примененные в гербе цвета символизируют: червлень (красный цвет) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника; лазурь (синий цвет) - символ мира, искренности, чести, славы, преданности, истины и добродетели; черный цвет - символ плодородия, мудрости, скромности, вечности бытия; серебро (белый цвет) - символ чистоты, открытости, божественной мудрости, примирения.";"Муниципальный округ Братеево в городе Москве";"24.06.2019";"МС № 14/1";"1031136728";
"Флаг муниципального округа Братеево в городе Москве";"Флаг";"25ff4d88-a251-48fd-8562-7109b7c1411d";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, воспроизводящее фигуры из герба муниципального округа Братеево, выполненные красным, синим, черным и белым цветом.";"Флаг муниципального округа Братеево создан на основе герба
муниципального округа Братеево и повторяет его символику. Братина в красном поле символизирует название муниципального округа. Братина - старинный древнерусский сосуд, из которого на братских пирах (на всю братию) пили воду, квас, бражку, медовуху. Братина имела шаровидную форму, изготавливалась из различных материалов: серебра, золота, меди, дерева. В братину наливалось вино, пиво и другие напитки, которые пили, передавая по кругу, то есть как одна семья, братья, благодаря чему сосуд и получил свое название. Братина является символом братства, дружбы, доверия и сплоченности.
Фигуры рыб символизирует нахождение муниципального округа Братеево на излучине Москвы-реки, с притоком реки Городни, и указывает на рыбный промысел, который активно вели в прошлом местные жители. Примененные во флаге цвета символизируют: красный цвет (червлень) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника; синий цвет (лазурь) - символ мира, искренности, чести, славы, преданности, истины и добродетели; черный цвет - символ плодородия, мудрости, скромности, вечности бытия;
белый цвет (серебро) - символ чистоты, открытости, божественной мудрости, примирения.";"Муниципальный округ Братеево в городе Москве";"24.06.2019";"МС № 14/2";"1031136735";
"Герб муниципального округа Метрогородок в городе Москве";"Герб";"5e8b6bc6-82fd-42cb-84d6-30ec8f1c24aa";"В пересеченном зеленом и червленом поле - золотой узкий стеннозубчатый пояс, мурованный черным, сопровождаемый в зелени золотым бегущим лосем, а в червлени - черным, тонко окаймленным серебром, выходящим шаром, обремененным двумя серебряными кирками накрест.";"В гербе муниципального округа Метрогородок языком символов и аллегорий отражены его история, природные и географические особенности. Метрогородок - крупнейший по площади муниципальный округ Москвы и один из самых зеленых: большую часть его территории занимает национальный парк «Лосиный Остров». Золотой лось - символ красоты и богатства природы лесного массива «Лосиный остров», в прошлом имевшего статус заповедника, где и по сей день обитают лоси, олени, кабаны, бобры, встречаются также животные, рыбы, птицы и растения, занесенные в Красную книгу РФ. Стеннозубчатый золотой мурованный пояс - символ строительства и развития: Метрогородок возник в 1930-е годы, когда на его территории была размещена автобаза для нужд Метростроя и началась прокладка первой линии столичного метрополитена.
Скрещенные кирки - символ упорного труда первых строителей московского метро, в честь которых назван Метрогородок.
Черный шар (круг), окаймленный серебром, символизирует подземный тоннель, заключенный в бетон. Примененные в гербе цвета символизируют: зеленый цвет - символ жизни, молодости, природы, роста; червлень (красный цвет) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника; черный цвет - символ плодородия, мудрости, скромности, вечности бытия; серебро (белый цвет) - символ чистоты, невинности верности, надежности и доброты;
золото (желтый цвет) символ высшей ценности, величия солнечного света, богатства, урожая.";"Муниципальный округ Метрогородок в городе Москве";"24.06.2019";"МС № 57/1";"1031136767";
"Флаг муниципального округа Метрогородок в городе Москве";"Флаг";"1f155acf-ef01-4959-8d70-53d1519edb87";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, воспроизводящее фигуры из герба муниципального округа Метрогородок, выполненные зеленым, красным, черным, белым и желтым цветом.";"Флаг муниципального округа Метрогородок создан на основе герба муниципального округа Метрогородок и повторяет его символику, языком символов и аллегорий отражая его историю, а также природные и географические особенности.
Метрогородок - крупнейший по площади муниципальный округ Москвы и один из самых зеленых: большую часть его территории занимает национальный парк «Лосиный Остров». Желтый лось - символ красоты и богатства природы лесного массива «Лосиный остров», в прошлом имевшего статус заповедника, где и по сей день обитают лоси, олени, кабаны, бобры, встречаются также животные, рыбы, птицы и растения, занесенные в Красную книгу РФ. Стеннозубчатый желтый мурованный пояс - символ строительства и развития: Метрогородок возник в 1930-е годы, когда на его территории была размещена автобаза для нужд Метростроя и началась прокладка первой линии столичного метрополитена.
Скрещенные кирки - символ упорного труда первых строителей московского метро, в честь которых назван Метрогородок.
Черный шар (круг), окаймленный серебром, символизирует подземный тоннель, заключенный в бетон. Примененные во флаге цвета символизируют: зеленый цвет - символ жизни, молодости, природы, роста; красный цвет (червлень) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника; черный цвет - символ плодородия, мудрости, скромности, вечности
бытия; белый цвет (серебро) - символ чистоты, невинности, верности, надежности и доброты;
желтый цвет (золото) - символ высшей ценности, величия, солнечного света, богатства, урожая.";"Муниципальный округ Метрогородок в городе Москве";"24.06.2019";"МС № 57/2";"1031136772";
"Герб муниципального округа Молжаниновский в городе Москве";"Герб";"59dfa092-da6e-451c-85dc-5b3ea995d2f0";"В зеленом поле между широких рассеченных краев, червленых снаружи и серебряных внутри - серебряный цветок кувшинки о девяти видимых лепестках (видимый сбоку, без стебля) над золотой подковой двумя шипами вниз.";"Серебряная кувшинка с девятью лепестками символизирует муниципальные образования, в результате объединения которых был создан муниципальный округ Молжаниновский: поселок Новоподрезково, деревни Бурцево, Верескино, Филино, Новодмитровка, Новоселки, Молжаниновка, Мелькисарово и Черкизово. История некоторых деревень насчитывает не одно столетие. Серебряные части, по краям зеленого поля, символизирует две реки, Сходню и Клязьму, протекающие по территории муниципального округа. Золотая подкова символизирует не только старинный тракт Москва-Санкт-Петербург (ныне Ленинградское шоссе), проходящий по территории муниципального округа, но и то, что здесь, вплоть до 1979 года, когда состоялась VII летняя Спартакиада народов СССР, вдоль реки Клязьмы, по пересеченной местности с неразрушаемыми (мертвыми) барьерами, проводились всесоюзные конные кроссы (кросс - это основное испытание, в ходе которого выявляют насколько тренирована, резва и вынослива лошадь, а также её способность к прыжкам). Подготовка к этим соревнованиям начиналась в конноспортивном комплексе «Спартак» (в прошлом - конюшенные дворы), расположенном на границе современного муниципального округа Молжаниновский. Примененные в гербе цвета символизируют: зеленый цвет - символ жизни, молодости, природы, роста, здоровья; червлень (красный цвет) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника, а также символ военного прошлого муниципального округа Молжаниновский; серебро (белый цвет) - символ чистоты, невинности, верности, надежности и доброты; золото (желтый цвет) - символ высшей ценности, солнечной энергии, богатства, силы, устойчивости и процветания.";"Муниципальный округ Молжаниновский в городе Москве";"24.06.2019";"МС № 60/1";"1031136778";
"Флаг муниципального округа Молжаниновский в городе Москве";"Флаг";"0c99ef8b-6cc8-4230-ae7a-be3d813f7a2b";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, воспроизводящее фигуры из герба муниципального округа Молжаниновский, выполненные красным, зеленым, белым и желтым цветом.";"Флаг муниципального округа Молжаниновский создан на основе герба муниципального округа Молжаниновский и повторяет его символику. Белая кувшинка с девятью лепестками символизирует муниципальные образования, в результате объединения которых был создан муниципальный округ Молжаниновский: поселок Новоподрезково, деревни Бурцево, Верескино, Филино, Новодмитровка, Новоселки, Молжаниновка, Мелькисарово и Черкизово. История некоторых деревень насчитывает не одно столетие. Белые части, по краям зеленого поля, символизирует две реки, Сходню и Клязьму, протекающие по территории муниципального округа. Желтая подкова символизирует не только старинный тракт Москва-Санкт-Петербург (ныне Ленинградское шоссе), проходящий по территории муниципального округа, но и то, что здесь, вплоть до 1979 года, когда состоялась VII летняя Спартакиада народов СССР, вдоль реки Клязьмы, по пересеченной местности с неразрушаемыми (мертвыми) барьерами, проводились всесоюзные конные кроссы (кросс - это основное испытание, в ходе которого выявляют насколько тренирована, резва и вынослива лошадь, а также её способность к прыжкам). Подготовка к этим соревнованиям начиналась в конноспортивном комплексе «Спартак» (в прошлом - конюшенные дворы), расположенном на границе современного муниципального округа Молжаниновский. Примененные во флаге цвета символизируют: зеленый цвет - символ жизни, молодости, природы, роста, здоровья; красный цвет (червлень) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника, а также символ военного прошлого муниципального округа Молжаниновский; белый цвет (серебро) - символ чистоты, невинности, верности, надежности и доброты; желтый цвет (золото) - символ высшей ценности, солнечной энергии, богатства, силы, устойчивости и процветания.";"Муниципальный округ Молжаниновский в городе Москве";"24.06.2019";"МС № 60/2";"1031136780";
"Герб города Москвы";"Герб";"b21ddcc1-550c-40c4-82ff-c162e7d02170";"Герб города Москвы представляет собой четырехугольный, с закругленными нижними углами и заостренный в оконечности темно-красный геральдический щит с изображением развернутого вправо от зрителя всадника - Святого Георгия Победоносца в серебряных доспехах и голубой мантии (плаще), на серебряном коне с серебряной сбруей, поражающего золотым копьем черного Змия.";"-";"Московская городская Дума";"02.10.2012";"МОС № 1";"1102760093";
"Флаг города Москвы";"Флаг";"fd8362cb-8774-4693-84fe-0d1a77f42215";"Флаг города Москвы представляет собой темно-красное прямоугольное полотнище с отношением ширины к длине 2:3 с двусторонним изображением в центре развернутого от древка основного элемента герба города Москвы - Святого Георгия Победоносца на коне, поражающего копьем Змия. Габаритная ширина изображения основного элемента герба на флаге города Москвы должна составлять 2:5 части длины полотнища.";"-";"Московская городская Дума";"02.10.2012";"МОС № 2";"1102760345";
"Герб муниципального округа Лианозово в городе Москве";"Герб";"37466be9-5840-4a52-9da1-1804af551ee1";"В зеленом поле повышенная лира над двумя расходящимися, уложенными в пояс и перекрещенными основаниями дубовыми ветвями с желудями. Все фигуры золотые.";"История посёлка Лианозово начинается в 1888 году, когда имение Алтуфьево было выкуплено купцом и нефтяным магнатом Г.М. Лианозовым.
На его средства между селом Алтуфьево и Савеловской железной дорогой был построен дачный поселок, ставший впоследствии частью нынешнего Лианозова. Для удобства дачников рядом с поселком была открыта железнодорожная платформа Лианозово Савеловской железной дороги (ранее дачники пользовались платформой Бескудниково). Недалеко от Лианозово начинался сплошной сосновый бор, постепенно переходящий в искусственный парк усадьбы Алтуфьево, которая прежде принадлежала барону Вогау. Сам поселок утопал в пышной зелени.
После революции некоторые владельцы покинули свои дома, и посёлок стал заселяться более простой публикой. Часть домов скупили нэпманы, часть уплотнили, а в бывших дачах поселили по нескольку семей пролетарского или крестьянского происхождения.
В 1932 году на базе ансамбля усадебного парка создали Лианозовский парк, а в 1951 году решением Исполкома Мособлсовета этому парку присвоили статус парка культуры и отдыха.
До начала 1960 года посёлок входил в состав Московской области, затем вошел в состав города Москвы. В середине 70-х годов прошлого столетия здесь развернулось активное жилое строительство. Большинство старинных дач были снесены, а часть территории этих дач включили в состав Лианозовского парка культуры и отдыха. Целенаправленное развитие Лианозовского парка началось после вхождения поселка в состав города Москвы. В парке, в порядке частной инициативы, построили теннисные корты, а позднее на их базе открыли первый в Москве частный теннисный клуб. В начале 2010-х годов парк реконструировали и благоустроили. В это время в парке была проложена пешеходная аллея, получившая неофициальное название Лианозовский Арбат. Лианозовский парк культуры и отдыха является любимым местом отдыха жителей муниципального округа Лианозово. На территории парка проходит множество различных культурно-массовых мероприятий.
Неподалеку от Лианозовского парка культуры и отдыха сохранился один из дачных особняков под названием Белая дача. После реставрации в особняке размещается музей К.А. Васильева, известного русского художника.
Территория современного муниципального образования имеет множество зеленых насаждений и природоохранных территорий, о чем символизирует зеленое поле гербового щита. Золотая лира, расположенная в поле гербового щита, символизирует культурно-оздоровительную зону, объединившую Лианозовский парк культуры и отдыха, музей художника Константина Васильева, теннисный клуб, а также другие культурно-исторические объекты, располагающиеся на территории муниципального образования. Золотые дубовые ветви с желудями того же цвета в зеленом поле щита символизируют бережно сохраняемые природно-ландшафтные и природоохранные территории.
Примененные в гербе цвета символизируют:
зелень (зеленый цвет) - символ жизни, молодости, природы, роста;
золото (желтый цвет) - символ надежности, богатства, стабильности, устойчивости и процветания.";"Муниципальный округ Лианозово в городе Москве";"21.12.2020";"МС № 49/1";"1102760394";
"Флаг муниципального округа Лианозово в городе Москве";"Флаг";"9306bd0d-d087-47a1-aba2-e8f87b2a8e68";"Прямоугольное двухстороннее полотнище зеленого цвета с отношением ширины к длине 2:3, на котором воспроизведены фигуры из герба муниципального округа Лианозово, выполненные в желтом цвете.";"История посёлка Лианозово начинается в 1888 году, когда имение Алтуфьево было выкуплено купцом и нефтяным магнатом Г.М. Лианозовым.
На его средства между селом Алтуфьево и Савеловской железной дорогой был построен дачный поселок, ставший впоследствии частью нынешнего Лианозова. Для удобства дачников рядом с поселком была открыта железнодорожная платформа Лианозово Савеловской железной дороги (ранее дачники пользовались платформой Бескудниково). Недалеко от Лианозово начинался сплошной сосновый бор, постепенно переходящий
в искусственный парк усадьбы Алтуфьево, которая прежде принадлежала барону Вогау. Сам поселок утопал в пышной зелени.
После революции некоторые владельцы покинули свои дома, и посёлок стал заселяться более простой публикой. Часть домов скупили нэпманы, часть уплотнили, а в бывших дачах поселили по нескольку семей пролетарского или крестьянского происхождения.
В 1932 году на базе ансамбля усадебного парка создали Лианозовский парк, а в 1951 году решением Исполкома Мособлсовета этому парку присвоили статус парка культуры и отдыха.
До начала 1960 года посёлок входил в состав Московской области, затем вошел в состав города Москвы. В середине 70-х годов прошлого столетия здесь развернулось активное жилое строительство. Большинство старинных дач были снесены, а часть территории этих дач включили в состав Лианозовского парка культуры и отдыха. Целенаправленное развитие Лианозовского парка началось после вхождения поселка в состав города Москвы. В парке, в порядке частной инициативы, построили теннисные корты, а позднее на их базе открыли первый в Москве частный теннисный клуб. В начале 2010-х годов парк реконструировали и благоустроили. В это время в парке была проложена пешеходная аллея, получившая неофициальное название Лианозовский Арбат. Лианозовский парк культуры и отдыха является любимым местом отдыха жителей муниципального округа Лианозово. На территории парка проходит множество различных культурно-массовых мероприятий.
Неподалеку от Лианозовского парка культуры и отдыха сохранился один из дачных особняков под названием Белая дача. После реставрации в особняке размещается музей К.А. Васильева, известного русского художника.
Территория современного муниципального образования имеет множество зеленых насаждений и природоохранных территорий, о чем символизирует зеленое поле флага. Золотая лира, расположенная в поле флага, символизирует культурно-оздоровительную зону, объединившую Лианозовский парк культуры и отдыха, музей художника Константина Васильева, теннисный клуб, а также другие культурно-исторические объекты, располагающиеся на территории муниципального образования. Золотые дубовые ветви с желудями того же цвета в зеленом поле щита символизируют бережно сохраняемые природно-ландшафтные и природоохранные территории.
Примененные во флаге цвета символизируют:
зеленый цвет - символ жизни, молодости, природы, роста;
желтый цвет - символ надежности, богатства, стабильности, устойчивости и процветания.";"Муниципальный округ Лианозово в городе Москве";"21.12.2020";"МС № 49/2";"1102760471";
"Герб муниципального округа Орехово-Борисово Северное в городе Москве";"Герб";"7ff92221-8a2d-4687-9f33-0406c57f1992";"В серебряном поле под лазоревой главой - два золотых лесных ореха, соединенных зелеными чашечками (плюсками), причем нижний орех - поверх листа того же цвета; орехи и лист - на одном черенке, положенном косвенно влево и вниз.";"Ореховая ветвь символизирует название старинной деревни Орехово, известной с XVI века, на территории которой расположен современный муниципальный округ. Название деревни сохранилось также в наименованиях Орехового бульвара и станции метро «Орехово», находящихся в границах муниципального округа.
Лазоревая глава символизирует расположенные в северной части муниципального округа самые крупные в Москве Борисовские пруды. Борисово - вторая старинная деревня, территория которой вошла в состав современного муниципального округа Орехово-Борисово Северное.
Серебряное поле символизирует северную часть крупного жилого массива Орехово-Борисово Северное, сформированного в 1970-х годах.
Примененные в гербе цвета символизируют:
зеленый цвет - символ жизни, молодости, природы, роста, здоровья;
лазурь (синий цвет) - символ мира, искренности, чести, славы, преданности, истины и добродетели;
серебро (белый цвет) - символ чистоты, невинности, верности, надежности и доброты;
золото (желтый цвет) - символ высшей ценности, солнечной энергии, богатства, силы, устойчивости и процветания.";"Муниципальный округ Орехово-Борисово Северное в городе Москве";"21.12.2020";"МС № 72/1";"1102762056";
"Флаг муниципального округа Орехово-Борисово Северное в городе Москве";"Флаг";"7f0d35fc-911a-4093-a948-7b7b05d8d865";"Прямоугольное двухстороннее полотнище синего цвета с отношением ширины к длине 2:3, воспроизводящее фигуры из герба муниципального округа Орехово-Борисово Северное, выполненные зеленым, синим, белым и желтым цветом.";"Флаг муниципального округа Орехово-Борисово Северное создан на основе герба муниципального округа Орехово-Борисово Северное и повторяет его символику.
Ореховая ветвь символизирует название старинной деревни Орехово, известной с XVI века, на территории которой расположен современный муниципальный округ. Название деревни сохранилось также в наименованиях Орехового бульвара и станции метро «Орехово», находящихся в границах муниципального округа.
Синяя глава символизирует расположенные в северной части муниципального округа самые крупные в Москве Борисовские пруды. Борисово - вторая старинная деревня, территория которой вошла в состав современного муниципального округа Орехово-Борисово Северное.
Белое поле символизирует северную часть крупного жилого массива Орехово-Борисово Северное, сформированного в 1970-х годах.
Примененные во флаге цвета символизируют:
зеленый цвет - символ жизни, молодости, природы, роста, здоровья;
синий цвет (лазурь) - символ мира, искренности, чести, славы, преданности, истины и добродетели;
белый цвет (серебро) - символ чистоты, невинности, верности, надежности и доброты;
желтый цвет (золото) - символ высшей ценности, солнечной энергии, богатства, силы, устойчивости и процветания.";"Муниципальный округ Орехово-Борисово Северное в городе Москве";"21.12.2020";"МС № 72/2";"1102762153";
"Герб муниципального округа Бибирево в городе Москве";"Герб";"58f4e597-df5d-44be-9ac0-b2aeee951b63";"В скошенном лазоревом и червленом поле поверх серебряная перевязь, обремененная пятью зелеными трилистниками, уложенными сообразно щиту и сопровожденная в лазури золотым восстающим бобром, а в червлении - чашей (потиром) того же металла.";"Серебряная перевязь с пятью зелеными трилистниками символизируют три села и две деревни, исторически располагавшиеся на месте муниципального округа Бибирево, а сама серебряная перевязь - воды речек Чермянки и Ольшанки.
Золотой бобер в лазоревом поле - символ старинной плотины XVII века и кожевенного завода XIX столетия, а также символ водившихся в здешних речках бобрах, от которых, возможно, и произошло название Бибирево (Биберово).
Символика золотой чаши многозначна:
золотая чаша символизирует кустарный промысел, которым издавна занимались местные жители;
чаша - незаменимый предмет для совершения церковных таинств (Крещение, Евхаристия);
чаша - символ того, что этими землями до 1764 года владел кремлевский Вознесенский монастырь;
это символ чудесного избавления жителей села Бибирево от холеры, в благодарность за что в 1894 году был освящен храм преподобного Сергия Радонежского.
Червленое поле символизирует кирпичный завод XIX столетия.
Примененные в гербе цвета символизируют:
лазурь (синий цвет) - символ мира, искренности, чести, славы, преданности, истины и добродетели;
зеленый цвет - символ жизни, молодости, природы, роста;
червлень (красный цвет) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника;
серебро (белый цвет) - символ чистоты, невинности, верности, надежности и доброты;
золото (желтый цвет) - символ высшей ценности, величия, солнечного света, богатства, урожая.";"Муниципальный округ Бибирево в городе Москве";"21.12.2020";"МС № 10/1";"1102762601";
